caseId,receivedDate,caseStatus
YSC1790001055,09/30/2016,Case Was Received
YSC1790001056,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001057,11/23/2016,Card Was Mailed To Me
YSC1790001058,09/30/2016,Case Was Received
YSC1790001059,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001060,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001061,11/17/2016,Card Was Delivered To Me By The Post Office
YSC1790001062,11/28/2016,Card Was Delivered To Me By The Post Office
YSC1790001063,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001064,11/22/2016,Card Was Mailed To Me
YSC1790001065,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001066,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001067,11/22/2016,Card Was Mailed To Me
YSC1790001068,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001069,09/30/2016,Case Was Received
YSC1790001070,12/01/2016,New Card Is Being Produced
YSC1790001071,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001072,11/22/2016,Card Was Mailed To Me
YSC1790001073,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001074,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001075,11/22/2016,Card Was Mailed To Me
YSC1790001076,09/30/2016,Case Was Received
YSC1790001077,11/22/2016,Card Was Mailed To Me
YSC1790001078,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001079,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001080,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001081,11/21/2016,Card Was Mailed To Me
YSC1790001082,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001083,11/21/2016,Card Was Mailed To Me
YSC1790001084,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790001085,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001086,11/21/2016,Card Was Mailed To Me
YSC1790001087,11/10/2016,Card Was Mailed To Me
YSC1790001088,09/30/2016,Case Was Received
YSC1790001089,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790001090,11/25/2016,Card Was Delivered To Me By The Post Office
YSC1790001091,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790001092,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001093,09/30/2016,Case Was Received
YSC1790001094,11/21/2016,Card Was Mailed To Me
YSC1790001095,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001096,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790001097,11/28/2016,Card Was Delivered To Me By The Post Office
YSC1790001098,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790001099,11/21/2016,Card Was Mailed To Me
YSC1790001100,11/21/2016,Card Was Mailed To Me
YSC1790001101,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001102,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001103,11/21/2016,Card Was Mailed To Me
YSC1790001104,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001105,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001106,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001107,11/22/2016,Card Was Mailed To Me
YSC1790001108,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001109,11/22/2016,Card Was Mailed To Me
YSC1790001110,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790001111,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001112,09/30/2016,Case Was Received
YSC1790001113,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001114,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001115,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001116,11/22/2016,Card Was Mailed To Me
YSC1790001117,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001118,11/22/2016,Card Was Mailed To Me
YSC1790001119,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790001120,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001121,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001122,11/19/2016,Card Was Delivered To Me By The Post Office
YSC1790001123,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001124,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001125,11/21/2016,Card Was Mailed To Me
YSC1790001126,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001127,11/22/2016,Card Was Mailed To Me
YSC1790001128,09/30/2016,Case Was Received
YSC1790001129,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001130,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001131,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001132,11/23/2016,Card Was Mailed To Me
YSC1790001133,11/18/2016,Card Was Delivered To Me By The Post Office
YSC1790001134,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001135,09/30/2016,Case Was Received
YSC1790001136,11/22/2016,Card Was Mailed To Me
YSC1790001137,11/22/2016,Card Was Mailed To Me
YSC1790001138,11/22/2016,Card Was Mailed To Me
YSC1790001139,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001140,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001141,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790001142,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001143,12/03/2016,Card Was Delivered To Me By The Post Office
YSC1790001144,11/21/2016,Card Was Mailed To Me
YSC1790001145,11/21/2016,Card Was Mailed To Me
YSC1790001146,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790001147,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001148,11/21/2016,Card Was Mailed To Me
YSC1790001149,11/21/2016,Card Was Mailed To Me
YSC1790001150,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001151,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001152,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001153,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001154,09/30/2016,Case Was Received
YSC1790001155,11/22/2016,Card Was Mailed To Me
YSC1790001156,11/22/2016,Card Was Mailed To Me
YSC1790001157,11/23/2016,Card Was Mailed To Me
YSC1790001158,12/02/2016,Card Was Mailed To Me
YSC1790001159,11/21/2016,Card Was Mailed To Me
YSC1790001160,11/22/2016,Card Was Mailed To Me
YSC1790001161,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001162,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001163,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001164,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001165,11/25/2016,Card Was Delivered To Me By The Post Office
YSC1790001166,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001167,11/14/2016,Card Was Mailed To Me
YSC1790001168,11/25/2016,Card Was Delivered To Me By The Post Office
YSC1790001169,11/21/2016,Card Was Mailed To Me
YSC1790001170,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001171,11/14/2016,Card Was Mailed To Me
YSC1790001172,11/23/2016,Card Was Mailed To Me
YSC1790001173,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001174,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790001175,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001176,11/22/2016,Card Was Mailed To Me
YSC1790001177,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001178,11/22/2016,Card Was Mailed To Me
YSC1790001179,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001180,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001181,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001182,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001183,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001184,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001185,12/02/2016,Card Was Mailed To Me
YSC1790001186,11/21/2016,Card Was Mailed To Me
YSC1790001187,11/18/2016,Card Was Mailed To Me
YSC1790001188,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001189,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001190,11/30/2016,Card Is Being Returned to USCIS by Post Office
YSC1790001191,11/23/2016,Card Was Mailed To Me
YSC1790001192,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001193,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001194,11/22/2016,Card Was Mailed To Me
YSC1790001195,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001196,09/30/2016,Case Was Received
YSC1790001197,11/18/2016,Card Was Delivered To Me By The Post Office
YSC1790001198,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001199,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001200,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001201,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001202,09/30/2016,Case Was Received
YSC1790001203,11/21/2016,Card Was Mailed To Me
YSC1790001204,11/21/2016,Card Was Mailed To Me
YSC1790001205,11/22/2016,Card Was Mailed To Me
YSC1790001206,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001207,11/25/2016,Card Was Delivered To Me By The Post Office
YSC1790001208,11/21/2016,Card Was Mailed To Me
YSC1790001209,11/21/2016,Card Was Mailed To Me
YSC1790001210,11/28/2016,Card Was Mailed To Me
YSC1790001211,09/30/2016,Case Was Received
YSC1790001212,09/30/2016,Case Was Received
YSC1790001213,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790001214,11/22/2016,Card Was Mailed To Me
YSC1790001215,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001216,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001217,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001218,11/29/2016,Card Was Delivered To Me By The Post Office
YSC1790001219,11/21/2016,Card Was Mailed To Me
YSC1790001220,10/03/2016,Case Was Received
YSC1790001221,10/03/2016,Case Was Received
YSC1790001222,09/30/2016,Case Was Received
YSC1790001223,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001224,09/30/2016,Case Was Received
YSC1790001225,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001226,11/22/2016,Card Was Mailed To Me
YSC1790001227,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001228,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001229,11/23/2016,Card Was Mailed To Me
YSC1790001230,11/22/2016,Card Was Mailed To Me
YSC1790001231,09/30/2016,Case Was Received
YSC1790001232,10/03/2016,Case Was Received
YSC1790001233,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790001234,12/02/2016,Card Was Mailed To Me
YSC1790001235,12/01/2016,Card Was Delivered To Me By The Post Office
YSC1790001236,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001237,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001238,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001239,11/22/2016,Card Was Mailed To Me
YSC1790001240,11/30/2016,Card Was Delivered To Me By The Post Office
YSC1790001241,11/21/2016,Card Was Mailed To Me
YSC1790001242,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001243,11/15/2016,Card Was Mailed To Me
YSC1790001244,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001245,09/30/2016,Case Was Received
YSC1790001246,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001247,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001248,09/30/2016,Case Was Received
YSC1790001249,11/21/2016,Card Was Mailed To Me
YSC1790001250,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001251,11/22/2016,Request for Initial Evidence Was Mailed
YSC1790001252,11/23/2016,Card Was Mailed To Me
YSC1790001253,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001254,11/22/2016,Card Was Mailed To Me
YSC1790001255,11/22/2016,Card Was Delivered To Me By The Post Office
YSC1790001256,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001257,11/22/2016,Card Was Mailed To Me
YSC1790001258,10/03/2016,Case Was Received
YSC1790001259,10/03/2016,Case Was Received
YSC1790001260,10/03/2016,Case Was Received
YSC1790001261,10/03/2016,Case Was Received
YSC1790001262,10/03/2016,Case Was Received
YSC1790001263,10/03/2016,Case Was Received
YSC1790001264,11/21/2016,Card Was Mailed To Me
YSC1790001265,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001266,11/22/2016,Card Was Mailed To Me
YSC1790001267,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001268,11/22/2016,Request for Initial Evidence Was Mailed
YSC1790001269,11/22/2016,Card Was Mailed To Me
YSC1790001270,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001271,11/23/2016,Card Was Mailed To Me
YSC1790001272,11/23/2016,Card Was Mailed To Me
YSC1790001273,11/21/2016,Card Was Mailed To Me
YSC1790001274,09/30/2016,Case Was Received
YSC1790001275,11/23/2016,Card Was Delivered To Me By The Post Office
YSC1790001276,11/21/2016,Card Was Mailed To Me
YSC1790001277,09/30/2016,Case Was Received
